Id;LotFrontage;LotArea;Street;Utilities;Condition1;YearBuilt;Heating;HeatingQC;CentralAir;1stFlrSF;2ndFlrSF;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;GarageCars;GarageArea;MoSold;YrSold;SaleType;SaleCondition;SalePrice
581;NA;14585;Pave;AllPub;Norm;1960;GasA;Ex;Y;1429;0;1;0;3;1;Gd;7;2;572;6;2007;WD;Normal;181900
582;98;12704;Pave;AllPub;Norm;2008;GasA;Ex;Y;2042;0;2;1;3;1;Ex;8;3;1390;8;2009;New;Partial;253293
583;81;11841;Grvl;AllPub;Norm;1990;GasA;TA;Y;816;0;1;0;3;1;TA;5;0;0;5;2007;WD;Normal;118500
584;75;13500;Pave;AllPub;Artery;1893;GasA;Gd;Y;1521;1254;3;1;3;1;Gd;9;2;880;7;2008;WD;Normal;325000
585;51;6120;Pave;AllPub;Norm;1935;GasA;Ex;Y;989;584;1;0;3;1;Gd;6;1;240;7;2009;WD;Normal;133000
586;88;11443;Pave;AllPub;Norm;2005;GasA;Ex;Y;2028;0;2;0;2;1;Gd;7;3;880;3;2006;New;Partial;369900
587;55;10267;Pave;AllPub;RRAn;1918;GasA;Ex;Y;838;0;1;0;2;1;Fa;5;1;275;5;2008;WD;Normal;130000
588;74;8740;Pave;AllPub;Norm;1982;GasA;TA;Y;860;0;1;0;2;1;TA;4;2;528;7;2009;WD;Normal;137000
589;65;25095;Pave;AllPub;Norm;1968;GasA;Ex;Y;1473;0;1;0;1;1;Ex;5;1;452;6;2009;WD;Partial;143000
590;50;9100;Pave;AllPub;RRAn;1930;GasA;TA;Y;779;0;1;0;2;1;TA;4;1;308;8;2008;WD;Normal;79500
591;64;8320;Pave;AllPub;Norm;2004;GasA;Ex;Y;770;812;2;1;3;1;Gd;6;2;520;9;2008;WD;Normal;185900
592;97;13478;Pave;AllPub;Norm;2008;GasA;Ex;Y;1728;568;2;1;3;1;Ex;10;3;842;6;2009;ConLI;Normal;451950
593;60;6600;Pave;AllPub;Norm;1982;GasA;Ex;Y;816;0;1;0;2;1;TA;4;2;816;6;2008;WD;Normal;138000
594;NA;4435;Pave;AllPub;Norm;2003;GasA;Ex;Y;848;0;1;0;1;1;Gd;4;2;420;5;2009;WD;Normal;140000
595;88;7990;Pave;AllPub;Norm;1975;GasA;TA;Y;924;0;1;0;3;1;TA;5;1;280;4;2008;WD;Normal;110000
596;69;11302;Pave;AllPub;Norm;2005;GasA;Ex;Y;1826;0;2;0;3;1;Gd;7;3;758;8;2006;New;Partial;319000
597;60;3600;Pave;AllPub;Norm;1910;GasA;Ex;N;684;684;1;0;3;1;TA;7;1;216;10;2006;WD;Normal;114504
598;53;3922;Pave;AllPub;Norm;2006;GasA;Ex;Y;1402;0;0;2;2;1;Gd;7;3;648;2;2007;New;Partial;194201
599;80;12984;Pave;AllPub;Norm;1977;GasA;Ex;Y;1647;0;2;0;3;1;Gd;7;2;621;3;2006;WD;Normal;217500
600;24;1950;Pave;AllPub;Norm;1980;GasA;TA;Y;716;840;2;1;3;1;TA;6;2;452;7;2008;COD;Normal;151000
601;74;10927;Pave;AllPub;Norm;2005;GasA;Ex;Y;1058;846;2;1;3;1;Ex;8;2;736;6;2006;WD;Normal;275000
602;50;9000;Pave;AllPub;Norm;1937;GasA;TA;Y;780;595;1;1;3;1;Gd;6;1;544;12;2007;WD;Normal;141000
603;80;10041;Pave;AllPub;Norm;1992;GasA;Ex;Y;927;988;2;1;3;1;Gd;8;2;506;2;2006;WD;Abnorml;220000
604;30;3182;Pave;AllPub;Norm;2004;GasA;Ex;Y;600;600;2;1;2;1;Gd;4;2;480;6;2010;WD;Normal;151000
605;88;12803;Pave;AllPub;Norm;2002;GasA;Ex;Y;1494;0;2;0;3;1;Gd;6;2;530;9;2008;WD;Normal;221000
606;85;13600;Pave;AllPub;Norm;1965;GasA;TA;Y;1186;800;2;1;3;1;TA;7;2;486;10;2009;WD;Normal;205000
607;82;12464;Pave;AllPub;Norm;1996;GasA;Gd;Y;1040;0;1;0;3;1;Gd;6;2;576;11;2009;WD;Normal;152000
608;78;7800;Pave;AllPub;Norm;1948;GasA;Ex;Y;1112;896;3;0;3;1;Ex;8;1;230;8;2006;WD;Normal;225000
609;78;12168;Pave;AllPub;Norm;1934;GasA;TA;Y;1940;1254;2;1;4;1;TA;10;2;380;9;2007;WD;Alloca;359100
610;61;7943;Pave;AllPub;Feedr;1961;GasA;Gd;Y;1029;0;1;0;3;1;TA;5;1;261;4;2007;WD;Normal;118500
611;NA;11050;Pave;AllPub;PosN;2000;GasA;Ex;Y;1476;677;2;1;3;1;Ex;8;3;736;5;2009;WD;Normal;313000
612;NA;10395;Pave;AllPub;Norm;1978;GasA;TA;Y;1032;0;2;0;3;1;TA;6;2;564;7;2007;WD;Normal;148000
613;NA;11885;Pave;AllPub;Norm;2001;GasA;Ex;Y;1299;573;2;1;3;1;Ex;7;2;531;11;2009;WD;Normal;261500
614;70;8402;Pave;AllPub;Feedr;2007;GasA;Ex;Y;1120;0;1;0;3;1;TA;6;0;0;12;2007;New;Partial;147000
615;21;1491;Pave;AllPub;Norm;1972;GasA;Ex;Y;630;0;1;0;1;1;TA;3;0;0;5;2010;WD;Normal;75500
616;80;8800;Pave;AllPub;Feedr;1963;GasA;Ex;Y;1054;0;1;0;3;1;Gd;6;2;480;5;2010;WD;Abnorml;137500
617;NA;7861;Pave;AllPub;Norm;2002;GasA;Ex;Y;807;702;2;1;3;1;Gd;7;2;393;6;2006;WD;Normal;183200
618;59;7227;Pave;AllPub;Artery;1954;GasA;Gd;Y;832;0;1;0;2;1;Gd;4;2;528;6;2008;WD;Normal;105500
619;90;11694;Pave;AllPub;Norm;2007;GasA;Ex;Y;1828;0;2;0;3;1;Gd;9;3;774;7;2007;New;Partial;314813
620;85;12244;Pave;AllPub;Norm;2003;GasA;Ex;Y;1482;780;2;1;4;1;Gd;10;3;749;8;2008;WD;Normal;305000
621;45;8248;Pave;AllPub;Norm;1914;GasA;TA;N;864;0;1;0;2;1;TA;5;0;0;9;2008;WD;Normal;67000
622;90;10800;Pave;AllPub;Norm;1974;GasA;TA;Y;1548;1066;2;1;4;1;TA;9;2;624;6;2008;WD;Normal;240000
623;71;7064;Pave;AllPub;Norm;1977;GasA;TA;Y;980;0;1;0;3;1;TA;6;2;484;7;2009;WD;Normal;135000
624;NA;2117;Pave;AllPub;Norm;2000;GasA;Ex;Y;756;756;2;1;2;1;Gd;4;2;440;6;2007;WD;Normal;168500
625;80;10400;Pave;AllPub;Norm;1972;GasA;Gd;Y;1012;778;1;2;4;1;TA;8;2;484;11;2006;WD;Normal;165150
626;87;10000;Pave;AllPub;Norm;1962;GasA;TA;Y;1116;0;1;1;3;1;TA;5;2;440;2;2010;WD;Normal;160000
627;NA;12342;Pave;AllPub;Norm;1960;GasA;TA;Y;1422;0;1;0;3;1;TA;6;1;286;8;2007;WD;Normal;139900
628;80;9600;Pave;AllPub;Norm;1955;GasA;Ex;Y;1520;0;1;0;3;1;TA;7;1;364;3;2010;WD;Normal;153000
629;70;11606;Pave;AllPub;Norm;1969;GasA;TA;Y;1040;1040;1;2;5;1;Fa;9;2;504;9;2007;WD;Family;135000
630;82;9020;Pave;AllPub;Feedr;1964;GasA;TA;Y;1350;0;1;1;3;1;TA;6;2;520;6;2008;WD;Normal;168500
631;50;9000;Pave;AllPub;Artery;1880;GasA;TA;Y;1089;661;1;0;3;1;Ex;8;1;240;6;2006;WD;Abnorml;124000
632;34;4590;Pave;AllPub;Norm;2006;GasA;Ex;Y;1554;0;2;0;2;1;Gd;6;2;627;8;2007;WD;Normal;209500
633;85;11900;Pave;AllPub;Norm;1977;GasA;TA;Y;1411;0;2;0;3;1;TA;6;2;544;4;2009;WD;Family;82500
634;80;9250;Pave;AllPub;Norm;1954;GasA;TA;Y;1056;0;1;0;3;1;TA;6;1;260;7;2007;WD;Normal;139400
635;64;6979;Pave;AllPub;Norm;1980;GasA;Gd;Y;1056;0;0;0;0;2;TA;4;2;576;6;2010;WD;Normal;144000
636;60;10896;Pave;AllPub;Feedr;1914;GasA;Ex;Y;1440;1440;2;0;8;2;Fa;14;0;0;3;2007;WD;Abnorml;200000
637;51;6120;Pave;AllPub;Norm;1936;Grav;Fa;N;800;0;1;0;1;1;Fa;4;0;0;1;2009;ConLw;Normal;60000
638;50;6000;Pave;AllPub;Norm;1954;GasA;TA;Y;811;576;2;0;3;2;Gd;7;1;256;11;2009;WD;Normal;93000
639;67;8777;Pave;AllPub;Feedr;1910;GasA;Gd;Y;796;0;1;0;2;1;TA;4;0;0;5;2008;WD;Normal;85000
640;53;3982;Pave;AllPub;Norm;2006;GasA;Ex;Y;1567;0;2;0;1;1;Ex;7;3;648;10;2006;New;Partial;264561
641;62;12677;Pave;AllPub;Norm;2003;GasA;Ex;Y;1518;0;1;1;1;1;Ex;6;2;588;4;2008;WD;Normal;274000
642;NA;7050;Pave;AllPub;Norm;2001;GasA;Ex;Y;1057;872;2;1;3;1;Gd;7;2;650;5;2007;WD;Normal;226000
643;75;13860;Pave;AllPub;Norm;1972;GasA;Gd;Y;2000;704;2;1;4;1;Ex;9;2;538;7;2009;WD;Normal;345000
644;80;10793;Pave;AllPub;RRAn;1969;GasA;Ex;Y;780;840;2;1;4;1;TA;7;2;462;4;2007;WD;Normal;152000
645;85;9187;Pave;AllPub;Norm;2009;GasA;Ex;Y;1766;0;2;1;2;1;Ex;7;3;478;10;2009;New;Partial;370878
646;NA;10530;Pave;AllPub;Norm;1971;GasA;TA;Y;981;0;1;1;3;1;TA;5;2;576;3;2007;WD;Normal;143250
647;60;7200;Pave;AllPub;Norm;1950;GasA;Gd;Y;1048;0;1;0;3;1;TA;7;2;420;7;2008;WD;Normal;98300
648;85;10452;Pave;AllPub;Norm;1953;GasA;Ex;Y;1094;0;1;0;3;1;TA;5;2;495;6;2008;WD;Normal;155000
649;70;7700;Pave;AllPub;PosN;1966;GasA;TA;Y;1051;788;1;1;4;1;TA;7;2;442;6;2010;WD;Normal;155000
650;21;1936;Pave;AllPub;Norm;1970;GasA;Gd;Y;630;0;1;0;1;1;TA;3;0;0;12;2007;WD;Normal;84500
651;65;8125;Pave;AllPub;Norm;2007;GasA;Ex;Y;822;843;2;1;3;1;Gd;7;2;562;5;2008;WD;Normal;205950
652;60;9084;Pave;AllPub;Artery;1940;GasA;TA;Y;755;755;1;0;4;1;TA;7;1;296;10;2009;WD;Normal;108000
653;70;8750;Pave;AllPub;Norm;1996;GasA;Ex;Y;909;807;2;1;2;1;Gd;7;2;512;7;2009;WD;Normal;191000
654;60;10320;Pave;AllPub;Norm;1906;GasA;Ex;Y;756;713;1;0;3;1;TA;7;1;216;6;2008;WD;Normal;135000
655;91;10437;Pave;AllPub;Norm;1995;GasA;Ex;Y;2113;0;2;1;2;1;Gd;7;3;839;8;2008;WD;Normal;350000
656;21;1680;Pave;AllPub;Norm;1971;GasA;TA;Y;525;567;1;1;3;1;TA;6;1;264;3;2010;WD;Family;88000
657;72;10007;Pave;AllPub;Norm;1959;GasA;Ex;Y;1053;0;1;1;3;1;Gd;5;1;312;8;2008;WD;Normal;145500
658;60;7200;Pave;AllPub;Norm;1931;GasA;TA;Y;851;651;1;1;3;1;TA;6;1;270;2;2008;WD;Normal;149000
659;78;17503;Pave;AllPub;Artery;1948;GasA;TA;Y;912;546;1;0;3;1;TA;6;1;330;1;2010;WD;Abnorml;97500
660;75;9937;Pave;AllPub;Norm;1964;GasA;Ex;Y;1486;0;1;0;3;1;TA;7;2;480;3;2009;WD;Normal;167000
661;NA;12384;Pave;AllPub;Norm;1976;GasA;TA;Y;1142;793;2;1;3;1;TA;7;2;550;11;2007;WD;Normal;197900
662;52;46589;Pave;AllPub;Norm;1994;GasA;Ex;Y;1686;762;2;1;4;1;Gd;8;3;711;7;2009;WD;Normal;402000
663;120;13560;Pave;AllPub;Norm;1968;GasA;Gd;Y;1392;0;1;0;2;1;TA;5;2;576;7;2009;WD;Normal;110000
664;90;10012;Pave;AllPub;Norm;1972;GasA;TA;Y;1181;0;2;0;3;1;TA;6;2;588;4;2008;WD;Normal;137500
665;49;20896;Pave;AllPub;RRAn;2005;GasA;Ex;Y;2097;0;1;1;1;1;Ex;8;3;1134;1;2006;New;Partial;423000
666;106;11194;Pave;AllPub;Norm;2000;GasA;Ex;Y;1454;482;2;1;3;1;Gd;7;2;504;11;2006;WD;Normal;230500
667;NA;18450;Pave;AllPub;Norm;1965;GasA;TA;Y;1465;915;2;1;3;1;TA;7;2;596;8;2007;WD;Abnorml;129000
668;65;8125;Pave;AllPub;Norm;1994;GasA;Ex;Y;1679;0;2;0;3;1;Gd;7;2;575;10;2008;WD;Normal;193500
669;NA;14175;Pave;AllPub;Norm;1956;GasA;Gd;Y;1437;0;1;1;3;1;TA;6;2;576;11;2006;WD;Normal;168000
670;80;11600;Pave;AllPub;Norm;1922;GasA;Ex;Y;1180;0;1;0;2;1;Fa;5;1;252;7;2006;WD;Normal;137500
671;64;8633;Pave;AllPub;Norm;2005;GasA;Ex;Y;738;738;2;1;3;1;Gd;7;2;540;2;2009;WD;Normal;173500
672;54;6629;Pave;AllPub;Artery;1925;GasA;TA;N;697;672;2;0;3;1;TA;6;1;300;7;2009;WD;Normal;103600
673;NA;11250;Pave;AllPub;Norm;1977;GasA;TA;Y;1208;0;1;1;3;1;TA;6;2;546;6;2006;WD;Normal;165000
674;110;14442;Pave;AllPub;Norm;1957;GasA;Ex;Y;1839;0;2;0;3;1;Gd;7;2;416;6;2007;WD;Normal;257500
675;80;9200;Pave;AllPub;Norm;1965;GasA;TA;Y;1136;0;1;0;3;1;TA;5;1;384;7;2008;WD;Normal;140000
676;24;2289;Pave;AllPub;Norm;1978;GasA;TA;Y;855;586;2;1;3;1;TA;7;2;440;4;2009;WD;Normal;148500
677;60;9600;Pave;AllPub;Norm;1900;GasW;Fa;N;1095;679;2;0;4;2;TA;8;3;779;5;2006;WD;Normal;87000
678;52;9022;Pave;AllPub;Norm;1924;GasA;Ex;Y;792;0;1;0;2;1;Gd;5;1;240;5;2009;WD;Normal;109500
679;80;11844;Pave;AllPub;Norm;2008;GasA;Ex;Y;2046;0;2;1;3;1;Gd;7;3;834;7;2009;New;Partial;372500
680;NA;9945;Pave;AllPub;Norm;1961;GasA;TA;Y;988;0;1;0;3;1;TA;5;2;572;10;2007;WD;Normal;128500
681;50;8012;Pave;AllPub;Norm;1980;GasA;TA;Y;923;0;2;0;2;1;TA;5;1;264;5;2010;WD;Normal;143000
682;55;4500;Pave;AllPub;Norm;1932;GasA;Ex;Y;848;672;1;0;3;1;TA;6;1;281;7;2009;WD;Abnorml;159434
683;NA;2887;Pave;AllPub;Norm;1996;GasA;Ex;Y;1291;0;1;0;2;1;Gd;6;2;431;11;2008;WD;Normal;173000
684;90;11248;Pave;AllPub;Norm;2002;GasA;Ex;Y;1668;0;2;0;3;1;Gd;7;3;702;7;2007;WD;Normal;285000
685;58;16770;Pave;AllPub;Norm;1998;GasA;Gd;Y;1195;644;2;1;4;1;TA;7;2;486;6;2010;WD;Normal;221000
686;NA;5062;Pave;AllPub;Norm;1984;GasA;Gd;Y;1190;900;2;0;3;1;Gd;6;2;577;9;2007;WD;Normal;207500
687;84;10207;Pave;AllPub;Norm;2007;GasA;Ex;Y;874;887;3;0;3;1;Gd;7;2;578;8;2007;New;Partial;227875
688;NA;5105;Pave;AllPub;Norm;2004;GasA;Ex;Y;551;551;2;1;2;1;Gd;4;2;480;3;2007;WD;Normal;148800
689;60;8089;Pave;AllPub;Norm;2007;GasA;Ex;Y;1419;0;2;0;2;1;Gd;7;2;567;10;2007;New;Partial;392000
690;61;7577;Pave;AllPub;Norm;2005;GasA;Ex;Y;1362;0;2;0;2;1;Gd;6;2;460;6;2007;WD;Normal;194700
691;NA;4426;Pave;AllPub;Norm;2004;GasA;Ex;Y;848;0;1;0;1;1;Gd;3;2;420;5;2008;WD;Normal;141000
692;104;21535;Pave;AllPub;Norm;1994;GasA;Ex;Y;2444;1872;3;1;4;1;Ex;10;3;832;1;2007;WD;Normal;755000
693;42;26178;Pave;AllPub;Norm;1989;GasA;Ex;Y;1238;1281;2;1;4;1;Gd;9;2;628;4;2006;WD;Normal;335000
694;60;5400;Pave;AllPub;Norm;1921;GasA;Ex;Y;1073;0;1;0;2;1;TA;4;1;326;12;2006;WD;Abnorml;108480
695;51;6120;Pave;AllPub;Norm;1936;GasA;TA;Y;1067;472;1;1;3;1;TA;5;2;576;4;2009;WD;Normal;141500
696;54;13811;Pave;AllPub;Norm;1987;GasA;Gd;Y;1137;0;2;0;2;1;Gd;5;2;551;7;2006;WD;Normal;176000
697;50;6000;Pave;AllPub;Norm;1921;GasA;Gd;Y;616;0;1;0;2;1;TA;4;1;205;6;2006;WD;Normal;89000
698;57;6420;Pave;AllPub;Norm;1952;GasA;Fa;Y;1148;0;1;0;2;1;TA;6;1;308;9;2006;WD;Normal;123500
699;65;8450;Pave;AllPub;RRAe;1965;GasA;Ex;Y;894;0;1;0;3;1;TA;5;1;336;4;2010;WD;Normal;138500
700;59;4282;Pave;AllPub;Norm;2004;GasA;Ex;Y;1391;0;2;0;2;1;Gd;5;2;530;7;2008;WD;Normal;196000
701;85;14331;Pave;AllPub;Norm;2002;GasA;Ex;Y;1800;0;2;0;3;1;Gd;7;3;765;5;2006;WD;Normal;312500
702;80;9600;Pave;AllPub;Norm;1969;GasA;TA;Y;1164;0;1;1;3;1;TA;6;2;528;7;2006;COD;Normal;140000
703;82;12438;Pave;AllPub;Norm;2006;GasA;Ex;Y;1264;1312;2;1;4;1;Ex;10;3;666;7;2006;New;Partial;361919
704;76;7630;Pave;AllPub;Feedr;1900;GasA;Gd;Y;1032;780;2;0;4;2;Gd;8;2;672;5;2010;WD;Normal;140000
705;70;8400;Pave;AllPub;Norm;2004;GasA;Ex;Y;1484;0;2;0;3;1;Gd;7;2;606;5;2010;WD;Normal;213000
706;70;5600;Pave;AllPub;Norm;1930;GasA;Fa;N;372;720;2;0;3;2;Fa;7;0;0;7;2010;WD;Normal;55000
707;NA;115149;Pave;AllPub;Norm;1971;GasA;TA;Y;1824;0;2;0;2;1;Gd;5;2;739;6;2007;WD;Normal;302000
708;48;6240;Pave;AllPub;Norm;2006;GasA;Ex;Y;1324;0;2;0;2;1;Gd;6;2;550;12;2009;WD;Normal;254000
709;65;9018;Pave;AllPub;Norm;2007;GasA;Ex;Y;728;728;2;1;3;1;Gd;8;2;400;7;2007;New;Partial;179540
710;NA;7162;Pave;AllPub;Norm;1966;GasA;TA;Y;904;0;1;0;3;1;TA;6;1;408;12;2008;WD;Abnorml;109900
711;56;4130;Pave;AllPub;Norm;1935;GasA;Gd;Y;729;0;1;0;2;1;TA;5;0;0;7;2008;WD;Normal;52000
712;66;8712;Pave;AllPub;Norm;1900;GasA;Gd;Y;859;319;1;0;2;1;TA;7;1;384;1;2010;WD;Abnorml;102776
713;40;4671;Pave;AllPub;Norm;1988;GasA;Gd;Y;1228;0;2;0;2;1;Gd;5;2;472;10;2008;WD;Normal;189000
714;60;9873;Pave;AllPub;RRAn;1970;GasW;TA;N;960;0;1;0;3;1;TA;6;2;576;5;2006;WD;Normal;129000
715;NA;13517;Pave;AllPub;RRAe;1976;GasA;Ex;Y;725;754;2;1;3;1;Gd;6;2;475;3;2010;WD;Normal;130500
716;78;10140;Pave;AllPub;Norm;1974;GasA;TA;Y;1350;0;2;0;3;1;TA;7;2;478;8;2009;WD;Normal;165000
717;60;10800;Pave;AllPub;Norm;1890;GasA;Ex;Y;1576;978;1;1;3;1;TA;8;2;704;7;2007;WD;Normal;159500
718;80;10000;Pave;AllPub;Norm;1973;GasA;Gd;Y;1178;0;1;1;3;1;Gd;5;2;439;11;2008;WD;Normal;157000
719;96;10542;Pave;AllPub;Norm;1993;GasA;Ex;Y;1325;1093;2;1;3;1;Gd;9;3;983;8;2008;WD;Normal;341000
720;69;9920;Pave;AllPub;Norm;1969;GasA;TA;Y;971;0;1;1;3;1;TA;5;1;300;5;2006;WD;Normal;128500
721;NA;6563;Pave;AllPub;Norm;1985;GasA;TA;Y;1742;0;2;0;2;1;Gd;5;2;564;12;2006;WD;Normal;275000
722;NA;4426;Pave;AllPub;Norm;2004;GasA;Ex;Y;848;0;1;0;1;1;Gd;3;2;420;5;2010;WD;Normal;143000
723;70;8120;Pave;AllPub;Norm;1970;GasA;Ex;Y;864;0;1;0;3;1;TA;5;2;463;7;2009;WD;Normal;124500
724;60;8172;Pave;AllPub;Norm;1954;GasA;Ex;Y;997;473;2;0;4;1;TA;7;1;548;5;2008;WD;Normal;135000
725;86;13286;Pave;AllPub;Norm;2007;GasA;Ex;Y;1698;0;2;0;3;1;Ex;8;3;768;2;2009;WD;Normal;320000
726;60;6960;Pave;AllPub;Norm;1970;GasA;TA;Y;864;0;1;0;3;1;Gd;5;2;660;11;2009;WD;Normal;120500
727;NA;21695;Pave;AllPub;Norm;1988;GasA;Ex;Y;1680;0;2;0;3;1;Gd;5;2;540;12;2009;WD;Normal;222000
728;64;7314;Pave;AllPub;Norm;2007;GasA;Ex;Y;1232;0;2;0;2;1;Gd;6;2;632;2;2009;WD;Normal;194500
729;85;11475;Pave;AllPub;Norm;1958;GasA;TA;Y;1776;0;2;0;4;2;TA;9;3;888;7;2009;COD;Abnorml;110000
730;52;6240;Pave;AllPub;Norm;1925;GasA;TA;Y;848;0;1;0;2;1;TA;5;2;539;1;2009;WD;Normal;103000
731;39;5389;Pave;AllPub;Norm;1995;GasA;Ex;Y;1616;0;2;0;2;1;Gd;5;2;608;3;2010;WD;Normal;236500
732;73;9590;Pave;AllPub;Norm;2003;GasA;Ex;Y;1146;0;2;0;3;1;Gd;6;2;438;5;2007;WD;Normal;187500
733;75;11404;Pave;AllPub;Norm;1998;GasA;Ex;Y;1153;878;2;1;3;1;Gd;8;2;541;7;2008;WD;Normal;222500
734;80;10000;Pave;AllPub;Feedr;1961;GasA;Ex;Y;1144;0;1;0;3;1;TA;6;1;264;3;2009;WD;Normal;131400
735;NA;8978;Pave;AllPub;Norm;1968;GasA;TA;Y;948;0;1;0;3;1;TA;6;1;300;5;2007;WD;Family;108000
736;60;10800;Pave;AllPub;Norm;1914;GasW;Fa;N;880;888;1;1;2;1;TA;6;2;320;10;2006;WD;Normal;163000
737;60;8544;Pave;AllPub;Norm;1950;GasA;Gd;N;1040;0;2;0;2;2;TA;6;2;400;7;2006;WD;Normal;93500
738;72;10463;Pave;AllPub;Norm;2005;GasA;Ex;Y;901;900;2;1;3;1;Gd;8;3;800;6;2006;WD;Normal;239900
739;60;10800;Pave;AllPub;Norm;1987;GasA;TA;Y;1200;0;3;0;3;1;TA;5;0;0;3;2009;WD;Alloca;179000
740;65;9313;Pave;AllPub;Norm;2004;GasA;Ex;Y;864;864;2;1;3;1;Gd;7;2;572;4;2009;WD;Normal;190000
741;60;9600;Pave;AllPub;Norm;1910;GasA;Ex;Y;768;664;2;0;2;1;TA;7;2;360;5;2007;WD;Abnorml;132000
742;65;6768;Pave;AllPub;Feedr;1961;GasA;Gd;Y;912;0;1;0;3;1;Gd;5;1;288;5;2008;WD;Normal;142000
743;65;8450;Pave;AllPub;Norm;2000;GasA;Ex;Y;1349;0;2;0;3;1;TA;6;2;539;12;2007;WD;Normal;179000
744;70;12886;Pave;AllPub;Norm;1963;GasA;Ex;Y;1464;0;2;0;3;1;TA;6;2;480;10;2009;WD;Normal;175000
745;41;5395;Pave;AllPub;Norm;1993;GasA;Gd;Y;1337;0;2;0;2;1;Gd;5;2;462;10;2008;WD;Normal;180000
746;NA;8963;Pave;AllPub;Norm;1976;GasA;Ex;Y;1175;1540;3;1;4;1;Gd;11;2;831;7;2008;WD;Normal;299800
747;NA;8795;Pave;AllPub;Norm;2000;GasA;Ex;Y;980;1276;2;1;4;1;Gd;8;2;554;4;2009;WD;Normal;236000
748;65;11700;Pave;AllPub;Norm;1880;GasW;TA;N;1320;1320;1;1;4;1;Gd;8;4;864;5;2009;WD;Normal;265979
749;59;10593;Pave;AllPub;Norm;1996;GasA;Ex;Y;1720;0;2;0;3;1;Gd;7;2;527;3;2010;WD;Normal;260400
750;50;8405;Pave;AllPub;Norm;1945;Wall;TA;N;1088;441;2;0;4;1;TA;9;1;240;4;2009;WD;Normal;98000
751;55;8800;Pave;AllPub;Norm;1910;GasA;Gd;Y;792;348;1;0;3;1;TA;7;0;0;6;2010;WD;Normal;96500
752;NA;7750;Pave;AllPub;RRAn;2003;GasA;Ex;Y;660;660;2;1;3;1;Gd;6;2;400;8;2007;WD;Normal;162000
753;79;9236;Pave;AllPub;Norm;1997;GasA;Ex;Y;1494;0;2;0;3;1;Gd;6;2;576;7;2006;WD;Normal;217000
754;80;10240;Pave;AllPub;Norm;2005;GasA;Gd;Y;1038;1060;2;1;3;1;Ex;8;3;878;3;2006;WD;Normal;275500
755;61;7930;Pave;AllPub;Norm;1969;GasA;Gd;Y;1026;0;1;0;3;1;Gd;5;2;440;7;2009;WD;Normal;156000
756;34;3230;Pave;AllPub;Norm;1999;GasA;Gd;Y;742;729;2;1;3;1;TA;6;2;440;3;2009;WD;Normal;172500
757;68;10769;Pave;AllPub;Norm;2007;GasA;Ex;Y;866;902;2;1;3;1;Gd;7;2;578;4;2009;WD;Normal;212000
758;NA;11616;Pave;AllPub;Norm;1978;GasA;TA;Y;672;714;2;1;3;1;TA;6;2;440;4;2010;WD;Abnorml;158900
759;24;2280;Pave;AllPub;Norm;1999;GasA;Gd;Y;757;744;2;1;3;1;TA;6;2;440;8;2008;WD;Normal;179400
760;65;12257;Pave;AllPub;Norm;1995;GasA;Ex;Y;1328;1203;2;1;4;1;Gd;9;3;752;11;2007;WD;Normal;290000
761;70;9100;Pave;AllPub;Norm;1959;GasA;Ex;Y;864;0;1;0;2;1;TA;5;1;300;10;2009;WD;Normal;127500
762;60;6911;Pave;AllPub;Feedr;1924;GasA;TA;Y;1301;0;1;0;2;1;Fa;5;2;440;10;2009;WD;Normal;100000
763;72;8640;Pave;AllPub;Norm;2009;GasA;Ex;Y;764;783;2;1;3;1;Gd;7;2;614;6;2010;Con;Normal;215200
764;82;9430;Pave;AllPub;Norm;1999;GasA;Ex;Y;1268;1097;2;1;3;1;Gd;8;3;856;7;2009;WD;Normal;337000
765;30;9549;Pave;AllPub;Norm;1995;GasA;Ex;Y;1494;0;1;1;2;1;Ex;6;2;481;4;2006;WD;Normal;270000
766;75;14587;Pave;AllPub;Norm;2008;GasA;Ex;Y;1506;0;2;0;2;1;Ex;6;2;592;8;2008;New;Partial;264132
767;80;10421;Pave;AllPub;Norm;1988;GasA;TA;Y;980;734;2;1;3;1;TA;7;2;496;3;2010;WD;Normal;196500
768;75;12508;Pave;AllPub;Norm;1940;GasA;Ex;Y;983;767;2;0;4;1;TA;7;1;423;7;2008;WD;Normal;160000
769;70;9100;Pave;AllPub;Norm;2004;GasA;Ex;Y;1836;0;2;0;3;1;Gd;8;2;484;10;2006;WD;Normal;216837
770;47;53504;Pave;AllPub;Norm;2003;GasA;Ex;Y;1690;1589;3;1;4;1;Ex;12;3;841;6;2010;WD;Normal;538000
771;NA;7252;Pave;AllPub;Norm;1982;GasA;TA;Y;858;0;1;0;2;1;TA;5;2;576;4;2009;WD;Normal;134900
772;67;8877;Pave;AllPub;Norm;1951;GasA;TA;Y;1220;0;1;0;2;1;TA;6;2;396;4;2006;COD;Normal;102000
773;94;7819;Pave;AllPub;Norm;1976;GasA;TA;Y;1117;0;1;0;3;1;TA;6;2;672;3;2010;WD;Abnorml;107000
774;70;10150;Pave;AllPub;Feedr;1958;GasA;Ex;Y;912;0;1;0;2;1;TA;5;1;275;7;2007;COD;Normal;114500
